TICKET_ID,MOIS_VENTE,PRIX_NET,FAMILLE,UNIVERS,MAILLE,LIBELLE,CLI_ID
33023214,1,5.95,SOINS DU VISAGE,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,800430410
35129469,8,10,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,800430410
35731368,10,4.5,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,800430410
33202004,1,3.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,800431369
33284109,1,5.9,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,800431369
33446114,2,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,800431369
33446114,2,3.6,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800431369
33660673,3,5.95,SOINS DU CORPS,CORPS_LAIT HUILE MONOI,CORPS_MONOI,MDT HUILE TIARE TRAD VPM 100ML,800431369
33742742,3,9.95,SOINS DU VISAGE,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RetE Roll-on rajeunissant SV15,800431369
33801091,4,1.75,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SOS MAINS PROPRE T30ML SVC,800431369
33868947,4,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,800431369
33868947,4,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,800431369
34088353,5,3.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,800431369
34095961,5,5,HYGIENE,HYG_DOUCHE HAMMAM,HYG_AUTRES,LAIT DOUCHE TRAD DE HAM FL200ML,800431369
34095961,5,3.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,800431369
34226613,5,3.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,800431369
34358230,6,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,800431369
34488683,6,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,800431369
34857290,7,5.36,SOINS DU CORPS,CORPS_LAIT HUILE MONOI,CORPS_MONOI,MDT HUILE TIARE TRAD VPM 100ML,800431369
34857290,7,5.8,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,HUILE SECHE SUBLIMANTE 100 ML SVC,800431369
35150496,8,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,800431369
35341413,9,6.45,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,HUILE SECHE SUBLIMANTE 100 ML SVC,800431369
35453056,9,7.9,MAQUILLAGE,MAQ_TEINT Perfect Correcteur,MAQ_TEINT,CORRECT FLUID MEDIUM 02 LU4 7ML,800431369
35657839,10,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,800431369
35657839,10,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,800431369
35657839,10,5.9,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,800431369
35914683,11,4.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS CR DEO 12H T50ML,800431369
36082611,11,2.65,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC REPARATION AP SH 150 ML,800431369
36082611,11,2.66,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,800431369
36170319,12,2.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,800431369
33108647,1,7.9,MAQUILLAGE,MAQ_YEUX Mascara Basic,MAQ_YEUX_CLASSIQUE,"MASCARA BEAUTE BRUN 71 LUM4 6,5ML",800431755
33254567,1,7.25,MAQUILLAGE,MAQ_TEINT Fard a joues,MAQ_TEINT,BLUSH NAT MAT/ABRICOTE CN3 7G,800431755
33254567,1,9.95,MAQUILLAGE,MAQ_YEUX Mascara Vertige,MAQ_YEUX_MASCA_HG,MASCARA VOL VERTIGE NOIR CN3 9ML,800431755
33484954,2,26,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,PDRE HAL/LEGER01 AX/SOLA CN3 20G,800431755
33820503,4,14.5,MAQUILLAGE,MAQ_TEINT Fard a joues,MAQ_TEINT,BLUSH NAT MAT/ABRICOTE CN3 7G,800431755
33820503,4,9.95,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,R et E Cr Peau Mixte 50ml SV3,800431755
33820503,4,4.9,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,LAIT DE TOILETTE PC 200ML,800431755
33990454,4,3.65,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800431755
33990454,4,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,800431755
34794525,7,3.65,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800431755
34794525,7,9.95,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,C JR RIDES+ECLAT SV 50ml,800431755
35596885,10,14.5,MAQUILLAGE,MAQ_TEINT Fard a joues,MAQ_TEINT,BLUSH NAT MAT/ABRICOTE CN3 7G,800431755
32964671,1,12.95,SOINS DU VISAGE,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,SER BOUCLIER ANTIOXY24H 30mlCS,800436368
32964671,1,5.95,SOINS DU VISAGE,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,800436368
32964671,1,5.95,SOINS DU VISAGE,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,800436368
33307374,2,24.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENT PEAU SECHE  AAG50,800436368
33307374,2,27.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,800436368
33307374,2,5.9,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LAIT DEMAQ 2010 SV FL200ML,800436368
33508417,3,3.35,SOINS DU VISAGE,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MASQUE AQUA TONIC RAISIN T50ml,800436368
33508417,3,27.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,800436368
33852102,4,24.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENT PEAU SECHE  AAG50,800436368
33988672,4,27.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,800436368
35025859,8,24.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,800436368
35025859,8,27.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,800436368
35025859,8,5.95,SOINS DU VISAGE,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,800436368
35185293,8,24.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,800436368
35185293,8,26,SOINS DU VISAGE,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,800436368
35185293,8,7.1,SOINS DU VISAGE,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,800436368
35185293,8,5.95,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LAIT DEMAQ 2010 SV FL200ML,800436368
35761173,10,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,800436368
35761173,10,18,SOINS DU VISAGE,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR ANTIAGE NT ELIXIR7.9 P40ml,800436368
35761173,10,14.5,SOINS DU VISAGE,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,SERUM INT JEUNESSE ELX7.9 30ml,800436368
35761173,10,18,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J PX N a M ELIXIR 7.9 P40ML,800436368
35761173,10,4.95,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,800436368
36266315,12,24.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,800436368
36266315,12,27.5,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,800436368
36266315,12,5.9,SOINS DU VISAGE,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,800436368
36266315,12,5.9,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LAIT DEMAQ 2010 SV FL200ML,800436368
33000965,1,7.45,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC VOLUME NOIR CN3 2009 5ML,800437639
33153677,1,3.95,MAQUILLAGE,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,CRAYON REGARD VERT CN3 1.3G,800437639
33153677,1,11.75,SOLAIRES,SOL_PROTECTEURS SOLAIRES,SOLAIRE,SPRAY 3EN1 IP30 FL150 PROT VEG,800437639
33153677,1,15,SOLAIRES,SOL_PROTECTEURS SOLAIRES,SOLAIRE,SPRAY IP50+ PROTECT VEG  FLP150ml,800437639
33423806,2,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MACADAMIA FL 200ML,800437639
33834858,4,9.25,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC WATER NOIR 01 AX/SO CN3 9ML,800437639
33834858,4,14,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,800437639
34074941,5,11.9,SOINS DU VISAGE,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,ANTI-RIDES REGARD SV3 14ML,800437639
34074941,5,4,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800437639
34744632,7,14,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,800437639
34944668,7,5.45,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,800437639
34944668,7,3.65,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800437639
35138793,8,7.45,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC VOLUME BLEU CN3 2009 5ML,800437639
35438279,9,3.6,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800437639
35438279,9,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 ORANGE FL 200ML,800437639
35695540,10,5.95,MAQUILLAGE,MAQ_LEV RAL Brillance,MAQ_LEV_RAL_HMG,RAL BRILL MIEL DORE11 CN3 3.5G,800437639
35695540,10,3.65,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800437639
36287144,12,9.25,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC WATER NOIR 01 AX/SO CN3 9ML,800437639
33375634,2,4.75,MAQUILLAGE,MAQ_YEUX Sourcils,MAQ_YEUX_CLASSIQUE,CRAYON SOURCILS CENDRE CN3 1.1G,800438825
33375634,2,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC REFLETS SH REF ARG FL200ML,800438825
33375634,2,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC REFLETS SH REF ARG FL200ML,800438825
33375634,2,5,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,SAV ORIENTAL TRAD HAMMAM 150g,800438825
35586272,10,6.95,HYGIENE,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,800438825
35586272,10,6.95,HYGIENE,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,800438825
35586272,10,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,800438825
35586272,10,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,800438825
35586272,10,5,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,SAV ORIENTAL TRAD HAMMAM 150g,800438825
35586272,10,5,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,SAV ORIENTAL TRAD HAMMAM 150g,800438825
33345644,2,4.5,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,800440534
33345644,2,4.5,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,SVC EXFO GOMMAGE VEG T150ml,800440534
33345644,2,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD AVOINE PN2 FL400ML,800440534
33345644,2,3.34,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD PECHE PN2 FL400ML,800440534
33345644,2,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL400ML,800440534
33345644,2,3,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,800440534
33784043,4,1.95,HYGIENE,HYG_DOUCHE MONOI,HYG_MONOI_ET_EDIT_SPEC,MDT SD DES LAGONS 150 ML,800440534
33784043,4,5,SOINS DU CORPS,CORPS_EAUX CORPS MONOI,CORPS_MONOI,MONOI EAU HYDRA PARF FP 125 ML,800440534
33798455,4,5,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CR MAINS ET ONGLES T75ml,800440534
34212449,5,11.9,MAQUILLAGE,MAQ_TEINT Font teint,MAQ_TEINT,VOILE DE TT MEDIUM NAT 02 LU4 30ML,800440534
35521898,9,1,HYGIENE,HYG_BAIN SEL HUILE PERLE,HYG_PLAISIRNAT_BAIN_SAVON,CUBE DE BAIN FRAISE PN2 20G,800440534
35521898,9,4.9,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAISE PN2 FL400ML,800440534
35521898,9,3.5,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT FRAISE PN2 20ML,800440534
33384180,2,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,800440970
33384180,2,4.9,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,800440970
33384180,2,4.9,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,800440970
33384180,2,1.5,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL50ML,800440970
33384180,2,12.9,SOINS DU CORPS,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,CREME FOND COCO PN P200ML VPM,800440970
33764318,4,4.9,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,800440970
33764318,4,1.95,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ROUGE GROSEILLE 31 LUM4 3ML,800440970
33764318,4,5.9,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,800440970
33764318,4,3.3,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO FUCHSIA 13 LUMINELLE4 3ML,800440970
33764318,4,4.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,BASE ONGLES LISS/LUMIN MANUC CN3 10ML,800440970
33764318,4,3.5,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT NOIX DE COCO PN2 20ML,800440970
33764318,4,1.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,800440970
34375601,6,4.9,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,800440970
34375601,6,1.95,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ROSE VIF ETE14 ANI LUM4 3ML,800440970
34375601,6,1.65,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ROSE SORBET 12 LUM4 3ML,800440970
34375601,6,1.65,MAQUILLAGE,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ORANGE SANGUINE 21 LUM4 3ML,800440970
34375601,6,12.5,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75ML HOGGAR,800440970
34375601,6,3.5,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT NOIX DE COCO PN2 20ML,800440970
35463121,9,12.5,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75ML HOGGAR,800440970
35463121,9,12.5,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75ML HOGGAR,800440970
35463121,9,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,SH DCH HOGGAR 200 ML,800440970
35463121,9,3.5,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT NOIX DE COCO PN2 20ML,800440970
35463121,9,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,800440970
35463121,9,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,800440970
35463125,9,5.95,SOINS DU CORPS,CORPS_LAIT HUILE PARFUMS,CORPS_HYDR_LAIT_HUILE,UMAJ LAIT MUGUET FL 200ML,800440970
36077010,11,17,PARFUMAGE,PARF_APRES RASAGE,PARF_HOMME,ARA SPLASH HOGGAR 100ML,800440970
33599933,3,2.95,CAPILLAIRES,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC VOLUME SH 300ML,800441459
33599933,3,19.95,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP INTENSE EVIDENCE 50ML,800441459
34901302,7,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC DEMEL 3EN1 SH 300ML,800441459
34901302,7,6.45,PARFUMAGE,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,800441459
33150418,1,4.9,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAMBOISE PN2 FL400ML,800442752
33150418,1,5.5,SOINS DU CORPS,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT VELOUTE COCO PN2 400ML,800442752
33150418,1,3.4,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD VANILLE ED OR 400ML 2013,800442752
33150418,1,2.5,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,PETIT SAVON COCO PN 50G VPM,800442752
33150418,1,5.5,SOINS DU CORPS,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT VELOUTE FRBOISE PN FL400ML,800442752
33876271,4,7.9,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,BIO NUT CR NUT MAINS CULT BIO2 50ML,800444510
35463074,9,18,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP BAUME REP P150ml,800444510
35463074,9,28,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,800444510
33048783,1,7.45,MAQUILLAGE,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD ROS/GALICA CN3 09 3.7,800447729
33048783,1,4.45,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,VAO GLOSS REHAUSS BRILL MANUC CN3 5.5ML,800447729
35532125,9,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,800447729
35532125,9,7.75,MAQUILLAGE,MAQ_LEV BRILLANT,MAQ_LEV_BASPRIX,GLOSS SEXYPULP CRISTAL 08 CN3 10ML,800447729
35532125,9,4.95,HYGIENE,HYG_DEO HOMMES,HYG_HOMME,DEO BILLE TRANSAT 50ML,800447729
32948566,1,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,800448808
32948566,1,4.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS BAUME REP T50ml,800448808
32948566,1,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,800448808
32948566,1,4.95,MAQUILLAGE,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,LIPLINER RETRAC RGE FONC32 CN3 2013 0.3G,800448808
32948566,1,4.95,MAQUILLAGE,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,LIPLINER RETRA MAUV/BOIS21 CN3 2013 0.3G,800448808
32948566,1,6,SOINS DU CORPS,CORPS_EXFOLIANT CORPS,CORPS_SPA_ET_MINCEUR,GOMMAGE DETOX TUBE 150ML,800448808
32948566,1,4.95,MAQUILLAGE,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,"PORTE MINE YX ANTHRACITE CN3 0,3G",800448808
32948566,1,4.95,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NETTOYANT DESINCRUSTANT 125ML,800448808
32948566,1,4.95,MAQUILLAGE,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE BLEU FLASH 02 CN3 0.3G,800448808
32948566,1,5,SOINS DU VISAGE,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,800448808
32948566,1,2.5,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CR MAINS ET ONGLES T75ml,800448808
33165486,1,4.45,MAQUILLAGE,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,FAP PDRE VIOLET SCINTIL 2G  LUMIN 4  VPM,800448808
33165486,1,4.45,MAQUILLAGE,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,FAP ENLUMINEUR  OR CUIVRE 2G LUM 4 VPM,800448808
33165486,1,9,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/BEIGE CN3 20,800448808
33165486,1,5,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,800448808
33270241,2,3.45,SOINS DU VISAGE,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,800448808
33270241,2,9.95,MAQUILLAGE,MAQ_YEUX Mascara Vertige,MAQ_YEUX_MASCA_HG,MASCARA VOL VERTIGE NOIR CN3 9ML,800448808
33532264,3,14.95,CAPILLAIRES,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,49C ANTI CHUTE CURE STIM 60ML,800448808
34755041,7,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 CAFE FL 200ML,800448808
34755041,7,3.95,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAISE T200 ML,800448808
34755041,7,5.95,SOINS DU CORPS,CORPS_LAIT HUILE MONOI,CORPS_MONOI,MDT HUILE SECHE PREC VPM 100ML,800448808
34755041,7,3.95,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,EAU DEMAQ PUR BLEUET FL200ML,800448808
